bedrooms,bathrooms,useable_lot,price,homemarkup,liveable_space
3,1,3080,470172.17,6.934482759,1380
6,2.5,10027,788585.798,4.254022989,3010
3,2,4250,607034.168,4.477011494,1700
2,1,6100,139655.1,2.486781609,1100
4,2.5,8090,842585.77,5.809195402,3330
3,1,8895,299792.948,5.029310345,1230
3,1,48805,442241.15,5.99137931,1250
4,4.25,10580,2357378.088,5.518390805,5040
3,2.25,5010,251379.18,2.486781609,2390
3,1,7636,217861.956,2.116666667,1040
4,2.75,7978,325861.9,2.120114943,2990
2,1,3246,393361.865,4.477011494,800
4,2.75,14628,628913.467,5.904022989,2060
4,2.5,4955,857482.314,4.476436782,2310
4,2,3530,342620.512,3.12816092,3160
4,1,7455,330517.07,3.298850575,1410
3,2.5,108818,341689.478,2.214367816,2260
3,1.75,5743,330517.07,3.12816092,1460
4,2.25,48924,459930.796,3.257471264,1790
3,2.5,9074,670344.48,5.144252874,2880
2,1,5131,453134.2478,4.590224138,1200
3,1,7958.666667,203896.446,2.214367816,1250
3,3,993.3333333,558620.4,4.668390805,1520
3,1,4423.333333,205758.514,2.344827586,1240
4,3.25,3906,1252240.73,4.320689655,3440
4,2.5,20911,279310.2,2.120114943,2890
3,1,6170,195517.14,2.936781609,1660
4,3.75,1693.333333,1084654.61,4.590224138,3920
4,1,6646.666667,232758.5,2.936781609,1550
3,2.25,10750,489723.884,5.809195402,2000
3,1.75,6854,428275.64,3.732758621,1520
3,2.5,7400,215068.854,1.998275862,1370
3,2.5,3915,593999.692,4.427011494,2170
2,1.5,11143,409654.96,5.144252874,1330
2,1,6134,521379.04,4.477011494,1790
4,2,4310,488792.85,4.477011494,1540
3,1,2806.666667,325861.9,4.063218391,1190
4,2.5,7580,291506.7454,2.344827586,2660
3,2,33940,519051.455,2.65,2510
3,2,6842,274655.03,2.486781609,1400
4,1.75,2180,651723.8,4.663793103,2360
4,2.25,8813,603310.032,5.809195402,2170
3,2.5,2354.5,272327.445,1.750574713,2095
4,1.75,7706,313292.941,2.486781609,1760
4,2.75,7165,880571.9572,5.809195402,3360
3,1,3160,297930.88,3.297126437,960
5,4,113769,775970.2873,4.224712644,4460
3,2.25,5365,546610.0614,4.477011494,1670
4,2.25,7133,772758.22,5.904022989,3010
3,3.25,4170,651677.2483,4.149425287,2230
4,2.25,9149,674999.65,5.144252874,3180
4,2.5,5681,264413.656,2.325862069,1830
2,2.5,5046.666667,552103.162,4.320689655,2000
4,2.5,8150,242068.84,1.920114943,2360
4,2.5,7945,641482.426,4.66954023,2110
4,1,15513,633103.12,3.800574713,2200
3,2,2710,465517,4.476436782,1540
4,2.5,4660,270465.377,2.49137931,1680
4,1,7030,176896.46,3.459770115,1190
4,2.5,5143,699206.534,4.224712644,2790
3,3.25,13068,996206.38,4.927011494,3730
3,2.5,3935,462723.898,3.90862069,2630
3,1,7424,288620.54,3.786206897,1240
2,1.5,1292.666667,279263.6483,3.298850575,1390
3,1.75,4216,162930.95,3.297126437,1430
4,2.5,5732,674999.65,3.12816092,3270
3,1.75,7043,239275.738,2.418390805,1540
4,3.5,8236,1349999.3,8.884482759,3720
3,2.25,5858,241603.323,2.65,1490
5,2,12118,267672.275,2.49137931,2020
3,2.5,53517,461327.347,3.557471264,2010
4,2.5,24756,605172.1,5.029310345,2630
3,2.5,6777,260689.52,2.418390805,1600
6,2,8807,335172.24,3.329310345,2210
3,1,7204,388241.178,3.298850575,1310
3,1,6910,230896.432,2.174712644,1420
4,2,-64,744827.2,4.039655172,2450
3,1.75,40293,446896.32,3.329310345,1960
6,3.25,28770,1049740.835,3.800574713,3870
5,1.75,2893.333333,726206.52,4.668390805,2330
4,2.5,4280,418965.3,3.12816092,2240
4,2.75,5126,581896.25,4.427011494,2390
3,2.5,2754,391034.28,3.90862069,1970
4,1,6268.333333,218792.99,2.136206897,1360
3,1,9175,214137.82,1.920114943,1250
2,1,3960,418034.266,3.297126437,1250
4,2.5,3719,347741.199,2.65,2610
4,3,5660,796034.07,4.668390805,2590
2,1,4260,438517.014,4.477011494,840
2,1,12188,211344.718,3.298850575,1040
2,1.5,3840,423620.47,4.668390805,1260
4,2.5,4432,293275.71,2.418390805,3130
4,2.5,11453.5,507413.53,3.442528736,2755
3,2.75,7290,661034.14,4.320689655,2210
5,3,8325,405930.824,3.329310345,2720
4,2.5,5074,1303447.6,5.272988506,3520
4,2,4290,230430.915,2.418390805,1710
3,1.75,7148,544654.89,5.429885057,1840
3,1,8600,136210.2742,2.348275862,1200
3,2.5,4440,404999.79,2.936781609,3110
3,2.5,13125,395689.45,3.442528736,1800
2,1,12120,272327.445,2.325862069,880
3,3.25,2270,769034.084,4.063218391,2330
3,3.5,16219,614482.44,3.557471264,3600
3,1,9950,230430.915,1.920114943,1660
5,2.75,4700,336103.274,2.49137931,2380
3,1,7940,195517.14,2.681034483,880
3,1.75,6895,223448.16,2.174712644,1420
3,1,8833.333333,156413.712,2.118390805,1150
3,1,6670,209482.65,2.118390805,1250
4,2,3980,698275.5,4.477011494,2640
4,2.25,5686,545585.924,3.738505747,1930
4,3,3755,465517,3.90862069,2520
4,2.75,3973,743896.166,4.66954023,3340
3,2.25,869,363568.777,4.254022989,1530
4,3.25,7593,1713009.457,9.026436782,4140
3,2.5,582,403137.722,5.518390805,1270
4,2.5,3160,751437.5414,5.809195402,2680
4,1.5,21604,234620.568,2.118390805,1550
4,2.25,5829,493448.02,3.298850575,2180
3,2.5,2244,269999.86,2.344827586,1610
3,1.75,14485,251286.0766,3.257471264,1140
3,2,216822,307241.22,3.442528736,1400
4,2.25,8574,767172.016,8.884482759,2490
3,1.75,6618,221120.575,2.120114943,1050
4,2.5,8113,326699.8306,2.174712644,2540
5,3.75,6097,580965.216,3.442528736,3570
3,2.5,2133,311849.8383,2.486781609,1620
3,1.75,8480,264413.656,2.418390805,1530
3,2.75,37232,553965.23,3.557471264,2150
4,1,12370,402206.688,4.32816092,1750
4,2.25,6414,260689.52,1.920114943,2100
1,1,4100,142355.0986,2.214367816,900
4,2.75,3530,728999.622,5.272988506,2080
3,2.75,4862,601447.964,3.800574713,2460
4,2.75,8850,330005.0013,2.118390805,2140
2,1,2970,325861.9,4.590224138,1350
5,2.75,3660,700603.085,4.637931034,2720
4,2.5,10150,431999.776,2.418390805,3140
3,3.25,746,342154.995,3.297126437,1400
2,1,7365,146488.8896,2.418390805,900
4,1.5,5200,698275.5,4.668390805,1950
3,1,4540,488792.85,3.297126437,1640
2,1,34060,353792.92,4.927011494,1140
3,1,9480,872844.375,15.99712644,1320
5,4,6481,1906757.632,6.934482759,4690
3,2.5,10754,766240.982,5.809195402,2560
3,2,8418,186672.317,2.325862069,1280
3,2.25,10480,685241.024,4.66954023,2470
4,1,4645,341084.3059,3.297126437,1680
5,1.75,5340,349137.75,2.49137931,2230
4,2.25,6085,411982.545,3.323563218,2490
3,1.75,13530,528361.795,3.193678161,2570
3,2.75,217982.3333,380332.9752,2.50862069,2480
3,2.5,6611,302586.05,1.920114943,2000
3,2.5,9184,380792.906,2.418390805,2740
3,1,11725,288620.54,2.418390805,1020
2,1,5830,614482.44,5.429885057,1670
4,3.25,2833.333333,769592.7044,5.518390805,3230
3,1.75,8020,209482.65,2.118390805,1580
3,1,8798,330982.587,3.732758621,1120
3,1.5,7892,649861.732,9.026436782,1090
3,1.75,4300,520448.006,4.668390805,1700
3,2.75,152186,370458.4286,2.418390805,2500
4,1.75,6190,307194.6683,2.486781609,1740
3,1,2910,600516.93,4.668390805,2270
2,1,4520,121034.42,2.681034483,780
4,3.5,3585,649861.732,3.12816092,3630
3,2.25,6576,237413.67,2.325862069,1890
2,1.5,1628,129879.243,2.418390805,1230
3,1.75,6913.333333,293275.71,2.120114943,2380
3,1,3280,687103.092,4.590224138,1280
5,2.25,52443,791378.9,5.029310345,3100
3,1.5,8858,195517.14,3.329310345,1160
4,3.25,3198.666667,707585.84,4.213218391,2590
3,2.5,1058,586504.8683,5.355747126,1680
3,2.75,8320,288620.54,2.120114943,2090
4,2.5,5721,260596.4166,2.418390805,1770
3,2,7262,315620.526,2.116666667,1979
2,2,2384,376603.253,3.297126437,1320
3,1,6192,206689.548,2.936781609,1220
3,2.5,642,251379.18,2.936781609,1350
3,1,7938,325861.9,4.477011494,1680
4,2.25,4620,1236413.152,6.934482759,3260
2,1,4304,139655.1,1.750574713,1250
5,3.25,37290,754137.54,4.32816092,2950
3,2.5,6918,500058.3614,3.12816092,2450
3,1,5481.333333,330470.5183,3.738505747,970
3,1.75,11197,245746.4243,2.348275862,1700
3,2.75,3623.333333,1205689.03,5.272988506,3450
4,2.5,4007,456206.66,3.90862069,2570
4,1.75,6980,370504.9803,3.298850575,2360
3,1.75,21310,362172.226,2.118390805,2180
4,2.75,10636,896399.5352,5.144252874,3630
3,2.5,17426,372413.6,3.995402299,1950
4,5,15269,1326723.45,5.99137931,4630
4,1.75,8650,360775.675,3.193678161,2400
2,1,8270,75413.754,2.136206897,730
4,2.75,9817,768103.05,8.884482759,2220
6,2,3696,777413.39,4.476436782,3560
3,2,6778,269999.86,3.323563218,1360
4,3.75,16610,2327585,8.884482759,3480
4,2.75,10197,586644.5234,5.429885057,1910
4,3,5084,1024137.4,5.272988506,3320
6,1.75,7085,644741.045,3.732758621,2230
5,3.25,19887,1303447.6,4.254022989,4140
3,2.5,4629,486930.782,3.90862069,2400
4,1.75,3380,674953.0983,4.477011494,1960
4,3.25,2588,781792.9739,4.224712644,2950
5,3.5,4143,885383.5409,4.66954023,3220
3,2.5,4187,502758.36,2.681034483,2220
3,2,2901,365092.8797,5.029310345,1460
2,2.5,966,378930.838,4.320689655,1340
5,3.25,7895,856541.9697,5.99137931,3960
4,2.5,9220,395689.45,3.800574713,1940
4,3.25,4930,889137.47,5.029310345,3720
3,2.75,6811,563275.57,3.90862069,2450
4,2.5,4005,705258.255,4.66954023,3420
4,2.5,38025,670344.48,2.50862069,3450
4,1,1925,651723.8,4.590224138,1980
4,1.5,6361,265298.1383,2.116666667,2000
5,2.75,10330,791378.9,5.99137931,3430
4,2.5,8670,672672.065,4.213218391,2460
3,2.5,15636,470172.17,3.329310345,2100
3,1,6100,260689.52,2.116666667,1400
4,2,7308,512068.7,4.693678161,1660
2,1.5,3415,507413.53,4.063218391,1620
5,3.5,11826,917068.49,3.738505747,3890
3,1.75,9294,166189.569,3.257471264,1120
3,1,11708,306775.703,3.406321839,1810
3,3.25,5910,488792.85,3.297126437,2200
4,2.25,4650,525568.693,4.668390805,1950
3,2.5,8503,267206.758,2.174712644,1710
3,2.25,79719,805344.41,4.32816092,2670
2,1,9381,142448.202,3.323563218,1140
3,1.75,9507,335172.24,3.323563218,1900
3,3,4220,957102.952,5.272988506,2800
4,3,3972,544654.89,2.65,3400
3,1.75,6013,175034.392,2.120114943,1660
2,1,4170,365896.362,4.590224138,830
2,1,4700,488792.85,4.320689655,1000
2,1.5,8290,307241.22,1.750574713,1440
4,2.5,216185,814654.75,5.029310345,3230
2,1.75,5140,465523.5172,4.668390805,1820
3,1,5929,279310.2,3.12816092,1320
3,2.25,5702,272327.445,2.65,1390
5,2.75,5380,721551.35,2.65,3750
3,1.5,6550,232711.9483,2.116666667,1450
3,1.75,6440,416172.198,3.732758621,1400
4,2.5,28476,591206.59,5.029310345,2570
3,2.5,33194,698275.5,5.029310345,2790
3,2.25,6282,293275.71,2.322988506,2170
2,1,3020,769034.084,4.590224138,1060
4,1.75,4470,246724.01,3.12816092,1430
3,1.5,6001,246724.01,2.120114943,1520
3,2.25,18399,930987.4483,8.884482759,3740
4,2.5,6912,349091.1983,2.325862069,1980
3,1.75,12250,345413.614,3.193678161,1570
4,2.5,45476,555827.298,4.927011494,2370
3,2.5,9370,377068.77,3.329310345,2460
3,2.5,3223,605172.1,5.99137931,2320
3,1,9865,204780.9283,2.051724138,1060
5,1.75,2900,766240.982,4.477011494,2640
4,2.5,4160,310034.322,2.418390805,2690
4,1.5,8666,281358.4748,2.486781609,1730
2,1.5,2630,539999.72,4.590224138,1220
4,1,2900,359844.641,4.063218391,1400
2,1,97125,223448.16,4.224712644,1320
4,2.5,7185,384470.4903,2.486781609,2430
4,3.5,296382,530642.8283,2.418390805,2700
3,1.5,5010,394758.416,3.738505747,1230
3,1,3299,427344.606,4.320689655,1320
3,2.5,4387,549310.06,3.800574713,2830
4,2.5,4270,286758.472,2.348275862,1960
4,2.25,8613,1006447.754,9.026436782,2100
3,1,4840,321206.73,2.681034483,1060
2,1,10250,236948.153,2.49137931,1150
3,1,6710,269999.86,2.936781609,910
4,2.25,4775,861206.45,4.668390805,2110
3,1.75,6570,279310.2,3.193678161,1450
4,2.25,44627,465517,4.927011494,2060
3,3.5,962.6666667,418965.3,5.272988506,1790
3,1,3940,148965.44,3.557471264,1140
3,1.5,10088,288620.54,2.116666667,1860
3,2.5,6735,538649.7207,4.427011494,2120
3,2.25,8454,386379.11,5.144252874,1820
3,1.75,7296,418965.3,5.429885057,1390
2,1,385632,344482.58,2.214367816,2360
3,1.75,47812,311151.5628,3.442528736,1410
2,1,6342,400344.62,4.590224138,760
4,2.5,7048,565137.638,4.66954023,2100
3,1,7459,170844.739,2.118390805,1010
2,1,4170,214142.4752,3.297126437,1030
5,2.25,7114,1209310.752,9.026436782,2690
1,1,2690,404999.79,4.590224138,670
2,1,8084,412448.062,3.738505747,1220
4,2.25,33285,794172.002,5.029310345,3440
5,2,4718,365896.362,3.19137931,1820
3,2.5,4556.666667,502711.8083,4.477011494,1330
3,1.75,3120,442241.15,4.668390805,1680
2,1,7607,229499.881,2.322988506,940
4,1,1640,256499.867,2.681034483,1290
4,4.25,5725,2071550.65,5.429885057,4700
4,3.5,9928,1266206.24,3.732758621,4120
4,2.5,6152,364965.328,2.681034483,2130
4,3.5,4076.6,325815.3483,2.118390805,2796
3,2.5,687,563275.57,4.663793103,1500
3,2,4675,279310.2,2.418390805,1451
5,3.25,6455,572585.91,3.12816092,3090
3,3.5,1568,566068.672,4.320689655,1660
3,2,6653,434792.878,3.323563218,1840
3,2,206986,566068.672,2.65,2400
2,2.5,8145,1401206.17,5.809195402,3180
3,1.75,7640,279310.2,2.681034483,1420
3,1,2810,442241.15,4.477011494,1270
3,1,8499,214137.82,2.118390805,1140
4,2.5,8100,810930.614,5.809195402,2150
4,2.25,6409,619137.61,5.809195402,2650
3,2,4250,468310.102,4.637931034,1260
4,2.5,6130,430137.708,3.732758621,2060
3,2,3850,446896.32,4.668390805,1300
2,1,8560,670344.48,8.884482759,1370
4,2.5,11500,566999.706,3.323563218,3240
3,2.5,5384,600516.93,5.144252874,2490
4,2.25,9263,446896.32,3.786206897,2230
3,2,6709,586551.42,5.429885057,1470
3,1,4330,202034.378,2.418390805,870
3,2,5170,339827.41,3.12816092,2030
5,2.75,4726,623792.78,5.99137931,2900
4,1,3626.666667,381723.94,4.476436782,1970
3,2.5,3600.5,339827.41,2.325862069,2653
5,2.75,5940,553965.23,3.800574713,3740
3,1.75,3980,507413.53,4.149425287,1680
3,1.75,6467,346810.165,3.298850575,1680
3,1.75,6973,218769.7142,2.348275862,1650
3,1,1805,658706.555,4.663793103,1500
3,3.5,17248,977585.7,3.193678161,3190
4,3.5,4549.5,897507.4657,5.029310345,3915
3,1,6140,445034.252,4.66954023,1440
2,1,5100,386379.11,5.272988506,1470
5,3.25,8490,1047413.25,5.429885057,3080
3,2.25,5279,402439.4465,4.427011494,1440
4,1.75,8355,232711.9483,2.174712644,1620
3,1.5,3750,523427.3148,4.477011494,1900
3,2.5,6800,297837.7766,2.348275862,2040
4,2.5,4218,560482.468,4.427011494,2000
4,2,7752,246724.01,2.214367816,1600
4,2.5,3770,793240.968,3.297126437,2620
2,2.5,410012,1860205.932,3.90862069,3900
4,2.5,6165,517934.2142,4.693678161,2030
3,2.25,739.3333333,282103.302,3.298850575,1340
3,2.5,4560,772944.4268,5.272988506,2680
2,1.75,6530,179689.562,1.750574713,1280
3,2.5,13778,530688.449,2.65,3080
5,2.75,5060,442241.15,2.486781609,3080
4,1,4450.333333,455275.626,4.668390805,1150
5,2.5,6796,327723.968,2.136206897,2900
4,2.75,6454,484137.68,3.732758621,2020
4,2.5,3675,372413.6,2.65,3130
4,1.75,49279,418034.266,4.224712644,2350
3,2.25,6490,251379.18,2.486781609,1500
4,2.5,35020,700952.2228,4.32816092,2800
2,1,5380,274655.03,2.936781609,720
5,4,12165,1199171.792,9.026436782,4050
3,2.25,7155,417568.749,3.800574713,1830
3,2.25,7435,418965.3,3.12816092,1740
4,2.5,6300,446896.32,3.786206897,2080
4,2.5,8204,583991.0765,3.786206897,2830
3,1.75,2962,754137.54,4.039655172,2060
6,2.25,3255,1140516.65,6.934482759,2930
3,2.25,13700,398482.552,2.65,2600
4,1.75,6280,381723.94,3.298850575,2320
3,1.75,7321.333333,665689.31,4.477011494,1650
4,2.75,10466,380792.906,2.118390805,3230
3,1,7974,419430.817,3.298850575,1410
3,1.75,6260,368596.3606,3.323563218,1880
4,2.75,18830,391034.28,2.486781609,2400
4,2.25,8445,698275.5,9.026436782,2160
3,1.75,6450,372413.6,2.120114943,1830
3,2.25,7075,274655.03,2.120114943,1850
4,2.25,35470,465517,4.224712644,2420
5,2.75,3700,442241.15,3.90862069,3100
6,2,12838,302586.05,2.174712644,2780
5,1.75,3170.666667,736447.894,4.590224138,2344
3,2.5,2413,457277.3491,5.029310345,1470
3,2,6933.333333,302586.05,3.298850575,1750
3,2.5,31598,605172.1,4.927011494,2180
3,3.5,7374,437585.98,3.12816092,2070
4,2.5,6212,633103.12,3.298850575,2440
4,2.5,5732,421758.402,2.118390805,2502
4,3.5,17368.8,514768.6986,2.118390805,3828
4,2.5,4840,359379.124,2.174712644,2478
2,2.5,1707,465517,3.297126437,1950
3,2,4200,470172.17,3.732758621,1260
2,2,568,242022.2883,2.936781609,1070
4,2.25,17001,613551.406,5.99137931,2610
3,1,9272,352861.886,3.732758621,1140
4,2.75,7170,1156809.745,5.809195402,2680
3,1.75,7416,637758.29,5.429885057,2210
3,1.75,7697,279310.2,3.12816092,1500
4,1.5,7037,246724.01,2.116666667,1240
3,1,8219,218792.99,2.116666667,1310
3,1.75,4480,633103.12,4.320689655,1660
3,1.75,7143,381723.94,3.329310345,1880
4,1.5,4990,330517.07,2.49137931,2020
3,1.75,216759,325861.9,2.418390805,1980
4,2,2744,374741.185,4.063218391,1650
5,2.75,27665,650792.766,4.32816092,2970
3,1.75,7315,223448.16,2.348275862,1100
5,2.75,7254,966413.292,9.026436782,3050
4,3,6723,232758.5,2.116666667,2250
2,2,3000,538964.4102,4.590224138,1060
2,1,4310,279263.6483,3.459770115,890
3,1.75,9512,438517.014,3.786206897,1640
4,1.75,6590,553034.196,4.213218391,2140
3,2.5,957.5,758792.71,5.429885057,2415
2,1,534,279123.9932,3.459770115,1310
3,1,7613,278379.166,3.297126437,1510
4,2.25,1536,404999.79,4.32816092,1780
3,2.5,11071.66667,267206.758,2.214367816,1820
3,2.75,8686,580034.182,3.732758621,2390
5,2.75,6960,349044.6466,1.998275862,2980
4,2.5,7531,316551.56,2.325862069,2170
4,2.5,7110,411982.545,3.298850575,2400
3,1.75,8280,428275.64,3.786206897,1970
2,1,7008,363103.26,3.738505747,1140
3,2.5,40763,800689.24,5.144252874,2370
6,2,7040,605125.5483,3.738505747,1900
4,2.5,8515,482275.612,3.329310345,2790
3,1,6136,218792.99,1.750574713,1864
5,3.25,9399,1396551,9.026436782,2590
3,2.75,3886.666667,861671.967,4.149425287,1970
2,2,3059,446896.32,5.029310345,1350
3,2.5,7339,351930.852,2.486781609,2130
4,2.5,8222,435723.912,3.442528736,3040
3,2,5050,269999.86,2.65,1310
3,2.25,35658,379861.872,2.418390805,2800
3,3.25,9096.666667,641378.1502,4.224712644,2580
4,1.5,7000,177685.9768,2.118390805,1370
3,1,6000,209673.512,2.174712644,1200
4,1.75,10140,809999.58,8.884482759,2780
4,2.25,6325,1163792.5,6.934482759,1830
3,1.75,5130,539999.72,3.738505747,1950
3,1.5,7435,229499.881,2.116666667,1170
3,1.75,12715,242068.84,2.348275862,1460
3,1,8111,385913.593,3.732758621,1350
3,1,7930,146637.855,2.49137931,1100
3,1,4240,473244.5822,4.668390805,1160
2,1,5110,167586.12,2.49137931,890
2,1,4500,177827.494,3.12816092,700
4,2.5,19965,465470.4483,2.136206897,2910
3,2.5,2062,465517,4.224712644,1670
3,1.75,5093.333333,688034.126,6.934482759,2050
4,3,5940,716896.18,9.026436782,2320
3,2.25,8122,526034.21,3.800574713,2440
3,1,6923.333333,330517.07,3.738505747,1180
3,2,7529,432884.2583,2.681034483,2190
4,2.5,37538,674999.65,2.348275862,3750
4,2,492,283499.853,4.224712644,1350
2,2.25,3679,609827.27,5.355747126,1460
3,2,4210,195517.14,2.418390805,1580
3,2.5,817,656378.97,4.637931034,1580
4,2.75,3955,525056.6243,3.329310345,3050
3,2.5,7359,249517.112,2.325862069,1550
3,1.5,7580,237413.67,2.051724138,1340
4,2.25,7592,432930.81,3.786206897,2210
3,2.5,4690,526965.244,4.66954023,2090
3,2.25,1668,372413.6,3.732758621,1500
6,3,5125,569792.808,2.49137931,3840
5,2.5,7219,384517.042,3.786206897,2900
5,1.5,3830,726206.52,4.590224138,1940
4,2.5,3473,707585.84,5.429885057,3220
4,2.5,6897,641482.426,4.427011494,2240
3,1,7916,186625.7653,2.051724138,970
4,2,7360,344482.58,3.323563218,1640
2,1,3560,396620.484,4.477011494,640
3,2.5,6315,228103.33,2.325862069,1770
4,2.25,20525,460861.83,4.32816092,2070
4,2.5,8715,637758.29,3.323563218,2820
3,2.25,4336.666667,665689.31,3.297126437,1990
4,1.75,9115,265344.69,2.418390805,1870
4,2.5,6542,414217.0266,2.418390805,3120
3,1,6000,375206.702,3.323563218,1400
3,2.25,5175,824896.124,5.272988506,2380
3,1.75,36338,344017.063,3.995402299,1300
4,2.75,4407,437585.98,3.786206897,2310
3,1,6970,218792.99,2.214367816,1050
4,2,7260,306310.186,3.329310345,1850
3,1.5,13605,265344.69,3.800574713,1480
3,1.75,7840,403137.722,3.800574713,2160
3,1,5760,215999.888,2.418390805,840
4,2.25,6339,479482.51,3.786206897,2200
2,1,4313.333333,416637.715,4.590224138,1180
4,2,7901,228103.33,2.681034483,1830
4,2,6730,391546.3487,3.323563218,1370
4,1.5,8040,327723.968,2.49137931,1440
3,1.75,8580,292344.676,3.329310345,1620
4,2.5,7335,330517.07,2.348275862,2130
4,3.5,13556,2467240.1,5.429885057,4700
4,2.5,7651,325768.7966,2.116666667,2290
4,3.5,17000,786723.73,5.99137931,3350
3,2,936.6666667,354258.437,4.590224138,1270
3,1,4440,507413.53,3.297126437,960
5,2.5,10803,420827.368,1.920114943,5067
2,1.75,4520,190861.97,3.19137931,1740
8,2.5,2193.333333,651723.8,5.518390805,2280
4,1.75,8668,488792.85,4.66954023,1570
5,3.25,5571,577241.08,3.732758621,3160
3,1.75,6360,457137.694,4.693678161,1440
3,2.5,6705,265344.69,2.118390805,1590
3,1.5,6162,386611.8685,3.298850575,1400
2,1,6670,267206.758,2.936781609,950
4,1.5,10363,165724.052,2.348275862,1200
3,2.5,8878,791378.9,5.809195402,2940
3,2.5,4197,522310.074,5.029310345,2120
3,1.5,7036,204827.48,2.325862069,1280
3,2.5,934,946861.578,5.429885057,2605
4,1.75,3180,628447.95,4.590224138,1530
3,1.5,6383,261155.037,2.322988506,1670
4,2.5,6278,609827.27,3.90862069,3500
3,1,56517,549310.06,5.029310345,1610
3,1.5,7310,195470.5883,2.418390805,2290
3,1,5508,158275.78,2.49137931,790
3,1.75,14290,336615.3427,3.329310345,1160
3,1,6230,558573.8483,2.681034483,1680
4,1.75,8308,439913.565,5.429885057,1440
3,2.25,6180,428275.64,3.732758621,1620
4,1.75,4027,512999.734,4.590224138,2040
4,1,3813.333333,609361.753,4.668390805,1780
3,2.5,6248,353792.92,2.65,1880
3,1,4100,209948.167,2.418390805,1100
2,2,3920,428275.64,4.477011494,1080
4,2.5,3025,329120.519,2.325862069,3250
2,1,5260,407792.892,4.668390805,1120
3,1,5167,142913.719,3.297126437,890
2,1.75,5880,310965.356,4.668390805,1680
3,2.5,2010,401275.654,4.66954023,1690
4,3.25,4188.333333,2004050.685,5.272988506,3840
3,1.75,4650,279310.2,3.297126437,1350
3,2.5,9745,418965.3,2.120114943,3800
3,2.25,11863,614482.44,5.429885057,1700
2,1,6660,303517.084,3.323563218,1210
3,1,6010,249796.4222,3.800574713,1190
3,0.75,7715,230430.915,5.809195402,1300
4,2.5,5100,371482.566,3.329310345,2100
3,1.75,15135,642413.46,3.732758621,2330
3,2.25,6460,395689.45,3.732758621,1890
3,2.25,5915,283965.37,2.65,1370
4,2.75,2940,989223.625,6.934482759,1590
4,1.75,3353.333333,516723.87,4.477011494,2320
6,4.5,11278,512068.7,2.325862069,4520
4,2.25,4460,626585.882,4.320689655,2580
5,2.75,9275,688965.16,3.12816092,3050
2,2.25,1176,427344.606,5.355747126,1010
3,2.25,882,492982.503,4.320689655,1410
4,3.25,3560,707585.84,4.149425287,2690
3,2,909.6666667,373344.634,4.590224138,1270
6,3,2560,631045.5349,4.477011494,2800
3,1.75,8408,302120.533,2.120114943,1920
2,1,14555,183879.215,2.344827586,820
3,2.75,7854.666667,465517,2.486781609,3410
4,2.5,2925,837930.6,5.518390805,2660
4,2.25,8011,895654.708,5.809195402,3320
3,2.5,8323,346717.0616,2.325862069,2720
4,2.5,8441.5,369620.498,2.116666667,2201
2,1,5190,474827.34,5.272988506,810
6,2.5,8702,539999.72,3.193678161,3596
4,1.75,9134,584503.1452,5.144252874,2010
5,3.5,6335,1201033.86,3.732758621,4090
4,2,8678,1256895.9,8.884482759,2240
3,3,4170,442241.15,3.297126437,2010
3,1,6814,391034.28,3.297126437,1060
2,1,3430,176896.46,3.297126437,670
2,2,3920,520448.006,5.029310345,1660
3,1,5723,218699.8866,2.681034483,1250
3,1,8790,209482.65,2.051724138,1010
3,2.5,9677,726206.52,5.809195402,2110
3,1.75,8129,219724.024,1.920114943,1090
3,1,4060,331448.104,4.637931034,940
4,2.75,16797,1471033.72,9.026436782,3120
3,2,6688,446896.32,4.693678161,1460
2,2.5,884.6666667,479482.51,5.518390805,1330
4,2.5,8910,386378.179,3.732758621,2150
4,2.75,8519,875171.96,4.66954023,3270
4,2.5,8485,633103.12,4.66954023,2880
2,1,8518,246724.01,3.323563218,940
4,1.5,6016,321206.73,2.344827586,1540
2,1,6500,344482.58,4.668390805,1250
3,1,13434,283965.37,3.557471264,1710
3,1.5,5240,474827.34,4.149425287,1730
4,2.5,5026,307241.22,2.348275862,2310
1,1,2950,356481.7462,4.668390805,620
3,1,6767,353792.92,3.323563218,1380
3,4.25,5269,799246.1373,5.144252874,3840
4,2.5,4260,315620.526,2.49137931,1740
4,2.75,4080,1009706.373,5.518390805,2640
2,1,3703.333333,474827.34,4.476436782,1270
3,2.5,4559,353699.8166,2.65,2190
3,1.5,6775,268137.792,2.344827586,1300
3,1,6450,206689.548,1.750574713,990
4,2,6710,302586.05,2.344827586,1870
3,2,66216,418965.3,4.927011494,1540
3,1.75,8136,261620.554,2.120114943,1690
3,1.5,10842,395689.45,3.193678161,1570
3,1.75,3811,397551.518,4.668390805,1300
3,1.75,5870,507366.9783,4.693678161,1830
4,2.75,6790,288620.54,2.116666667,2060
4,2.25,23400,688965.16,5.904022989,2860
4,2.25,12375,746224.682,4.213218391,2250
3,3.25,13358,707585.84,3.193678161,3320
3,2.5,4409,284896.404,2.418390805,2588
2,2,7454,274655.03,2.344827586,1590
5,2.5,2450,441775.633,4.063218391,2000
3,2.5,850,453879.075,5.272988506,1810
3,1,10313,97758.57,2.418390805,880
3,1.5,4060,488792.85,4.477011494,1940
3,2,5276.666667,800689.24,4.476436782,2090
